airport,AirTran Airways Corporation,Alaska Airlines Inc.,Allegiant Air,American Airlines Inc.,American Eagle Airlines Inc.,Delta Air Lines Inc.,Endeavor Air Inc.,Envoy Air,ExpressJet Airlines Inc.,ExpressJet Airlines LLC,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Horizon Air,JetBlue Airways,Mesa Airlines Inc.,PSA Airlines Inc.,Republic Airline,SkyWest Airlines Inc.,Southwest Airlines Co.,Spirit Air Lines,US Airways Inc.,United Air Lines Inc.,Virgin America
GRK,,,,,2.811878333573591,,1.1089808274470232,2.271007247041556,2.7979197391911823,1.5731584258324924,,,,,1.5054778722790831,,1.1681802892700976,1.6746342078708376,,,,,
GRR,1.179364278506559,,2.820280483535493,2.16756260893496,2.1301715438950555,2.7110332276200086,1.8230463056396458,2.4891649848637742,2.954317672612838,1.8214766229397914,1.699279430366254,,,,1.342041334977763,2.2974531981866653,2.13952437610133,2.5163695481556227,2.712527794397364,,,1.9525552985721046,
GSO,,,1.2010892146969787,1.680106250370986,2.186427850655903,2.1986424832035327,2.0870088864294782,2.7166582576522034,3.3034149450316,2.0119255114209706,1.1200163170663633,,,,1.6083233954071492,2.727229273992246,1.9492597557118545,2.03953952923248,,1.2642750269668395,1.2032841023759289,,
GSP,,,1.532409331038167,2.1491559629889343,1.800832492431887,2.217349306148499,2.0511478304742683,1.8932754339618363,3.181018051351048,2.6829648656086595,1.2425006880102742,,,,1.6747165164446116,3.138844192325524,1.6132073911101554,1.851048323803117,2.0678289479262943,,,2.2835519677093847,
GST,,1.1399952513800677,,,,,,,,,,,,,,,,,,,,,
GTF,,,1.2219386240873746,,,1.2847852898306984,1.0,,,,1.2023208879919274,,1.2449966363942147,,,,,2.073755465859401,,,,1.8211042237278363,
GTR,,,,,,,1.552996972754793,,1.9436355773389073,,,,,,,,,1.8340548810260082,,,,,
GUC,,,,1.4232887655566768,,,,1.0460141271442986,1.388790783720148,,,,,,1.2296381721205132,,,1.612000310486688,,,,1.0507645734689126,
GUM,,,,,,,,,,,,,,,,,,,,,,1.3905313107221189,
HDN,,,,1.3381054490413724,,1.2470180341017878,,1.1532251804703872,1.1920441871581071,1.1024217961654894,,,1.1007640190283985,1.200414844713533,,,1.029263370332997,1.789986164137027,1.5638014861021925,,,1.6210790733623892,
HGR,,,1.2007182287647653,,,,,,,,,,,,,,,,,,,,
HHH,,,,,,,,1.349747729566095,,,,,,,1.6001233322121313,,2.2402850141065507,,,,,,
HIB,,,,,,,,,,,,,,,,,,1.4876116453036001,,,,,
HLN,,,,,,,1.2898587285570131,,,,,,1.2329297006390851,,,,,1.7960904337383559,,,,,
HNL,,2.540584559279126,,3.2293783587168234,,3.168139423031583,,,,,,2.530104271779347,,,4.673057517658931,,,,2.4215177981140608,,1.7935331022682401,3.3411998307346766,1.4632033125717667
HOB,,,,,,,,,1.4757375200332403,1.4575554994954592,,,,,,,,1.8575753207438375,,,,,
HOU,1.781281533804238,,1.6935923309788095,1.783867305751766,2.597628657921292,2.0142689161127834,1.2282206525395223,1.7153268303621483,1.936670030272452,,1.8958271502344632,,,1.9762394887319208,3.3091069626639755,,1.110242179616549,1.4556844937773292,3.2472250252270434,,,,
HPN,,,,,,1.4277476883790854,1.9595224949069932,1.9154263370332996,3.268262850503012,,,,,3.747534259952476,,3.139253279515641,1.5774109845754647,2.8208879919273464,,,,,
HRL,,,,,,1.2144859289157977,1.2140094180961991,1.46533083465475,1.573369278732473,1.4535261800650296,1.1678366165050673,,,,1.5334541485615436,,1.1507736293306425,1.5079381096535487,2.565051853233725,,,,
HSV,,,,1.930415405314497,2.205978809283552,2.1902165359797814,1.2616404785930517,1.7570487327120556,2.660899710295889,1.5978248682587735,1.1614118906896764,,,,2.2629300064214295,2.722422436852306,1.5294725702050158,2.0608490109616686,,,,,
HTS,,,1.5252864011396687,,,,,1.3370332996972754,,,,,,,,1.6106779194569305,,,,,,,
HVN,,,,,,,,,,,,,,,,2.174419778002018,1.2216616212579885,,,,,,
HYA,,,,,,,,,,,,,,1.3295798550591689,,,,,,,,,
HYS,,,,,,,,,,,,,,,,,,1.8665395971147736,,,,,
IAD,,1.7517159384959688,1.5747179157875424,2.838378742011436,,2.5457289518711885,1.9147853065650557,1.2867626823227227,1.7112724195175937,,2.1255746159883393,,,3.1202346542612323,3.640893037336024,2.1004424435302336,2.677996707206968,2.5791257116517796,2.810784012635458,,,3.3988395560040363,1.9363918120224881
IAG,,,1.3735234759897905,,,,,,,,,,,,,,,,,1.2987987780434873,,,
IAH,,1.316209522062196,,3.548413986750318,3.487991927346115,2.834165383185512,1.9980349460937914,1.729061553985873,,4.949545913218971,2.4490062738560083,,,1.8892700975445678,2.687689202825429,1.12658369772396,1.6920859161020614,2.249915909855365,4.128355196770938,3.6513622603430878,4.374602188931149,3.387991927346115,
ICT,,,1.3371371757582953,2.270401354122587,2.4386982845610494,1.4722241553289954,1.325765220316179,1.6293160180757251,2.526707581346876,2.009193855813432,1.1810686421697718,,1.1006979482004708,,2.0436470608356565,,1.3361884870814071,3.234810262055469,2.1073272901491578,,,1.6451022162424787,
IDA,,,1.498263785837241,,,2.1688530104271777,,,,,1.1082240161453079,,1.3769716926018376,,,,,2.4751167587937455,,,,,
IFP,,,1.22401614530777,,,,,,,,,,,,,,,1.307614686020337,,,,,
ILG,,,,,,,,,,,1.7010993679961761,,,,,,,,,,,,
ILM,,,,1.9404978136562394,,1.31614336722813,1.7651001874008938,1.623948873192062,2.0209705531602604,,,,,,1.453937287438801,2.5238469757226807,2.0201816347124115,1.7385686868087296,,,1.2186904361475501,,
IMT,,,,,,,,,,,,,,,,,,1.4932074622011324,,,,,
IND,2.6961476820798955,1.2176429975038505,3.138145268198097,3.197605112680794,2.330348133198789,3.171627118291427,2.7973354392430423,2.4305224291349417,3.0687670516126624,2.6310124453414057,1.9764992369340595,,,,1.6926206829204777,1.825730078166182,3.2591321897073664,2.170233859118027,3.1300163005511137,2.4136161624836294,2.1688237616812183,2.284514761291995,1.096439383018596
INL,,,,,,,,,,,,,,,,,,1.431197443659603,,,,,
IPT,,,,,,,,1.6370669357551295,,,,,,,,,,,,,,,
ISN,,,,,,,,,1.9639334657074965,,,,,,,,,1.8624285233770603,,,,,
ISP,,,,,,,,,,,2.863157304630564,,,,,,,,3.2664119936572003,,,,
ITH,,,,,,,1.3365553136119814,,1.0348133198789102,,,,,,,1.2219259045696986,1.1422805247225025,1.807013118062563,,,,,
ITO,,,,,,,,,,,,2.0736004572122555,,,2.0902119071644805,,,,1.7496773285147724,,,1.206638593495304,
IYK,,,,,,,,,,,,,,,,,,1.046417759838547,,,,,
JAC,,1.1094465574788481,1.1957618567103936,2.1624524567259176,,1.8459878032729349,,,1.344904137235116,,1.1207405107506017,,,,,,,2.2278886042760915,,,,2.3484016700765604,
JAN,,,,,2.6537588294651866,2.0193332916603413,1.2447884620117644,1.8483092014174078,2.991979539997912,1.8865343648391075,1.2566991815225923,,,,2.2125889764638504,2.447572268059595,1.0279179280188362,1.8736066458592449,3.0094853683148335,,,,
JAX,1.6535288181872143,,1.9077728972517363,2.964951227716112,2.7599646821392536,3.062359104278936,2.5612249374808056,2.132846218375014,2.5231566860363968,1.8234106962663976,1.7773845203849572,,,2.9640384146977974,1.9721803927656603,2.0808029844356786,2.647533685522645,1.4167951120524278,3.4412947294884733,1.7679112008072653,2.5686833677006096,2.0302946296891804,
JFK,,2.00707798760271,,2.5656361801669574,,2.016902119071645,2.233097880928355,3.259489249398432,3.350971241170535,,,1.374414372207006,,3.3095358224016147,,1.6973531009857954,2.827757509896763,3.8864783047426843,,,4.058728557013118,3.0971154180730016,3.8608951148572443
JLN,,,,,1.6039354187689203,,,1.6322737975109316,1.826981293177055,,,,,,1.3117053481331988,,,2.021871846619576,,,,,
JMS,,,,,,,,,,,,,,,,,,1.8874457271405958,,,,,
JNU,,3.2629454564767117,,,,1.1687782636319468,,,,,,,,,,,,1.4238143289606457,,,,,
JST,,,,,,,,,,,,,,,,,,2.126043482249335,,,,,
KOA,,2.0183477383407187,,1.7034082605518632,,1.4930823694239894,,,,,,2.3457594541348326,,,3.12891019172553,,,,2.152685278618679,,1.2315184486465143,2.3195677766565757,1.3420787083753785
KTN,,2.3923993628607887,,,,,,,,,,,,,,,,1.2173850367594061,,,,,
LAN,,,,,,1.0,1.5339510136684709,1.4796764631685166,2.1480746069463885,1.1606962663975782,,,,,,1.4400493328848527,1.3350151362260343,2.1384588960216417,,,,,
LAR,,,,,,,,,,,,,,,,,,1.724262161102818,,,,,
LAS,2.019172552976791,2.9431176888290915,3.460141271442987,3.70343087790111,,3.375738791985008,,,1.0252270433905146,,3.298544039210033,1.571354580605985,1.577362933064245,3.458380324884747,,,,2.6668836734915313,2.9233097880928356,2.9097880928355195,4.456441305079045,2.7199077410984573,3.405227694410989
LAW,,,,,2.074798183652876,,,1.5838891486795796,2.1016320800245687,,,,,,,,,1.684902215174667,,,,,
LAX,1.4556340396905483,3.3489741002354525,2.637148126239605,3.6834846955936764,4.639253279515641,3.7787588294651866,,1.6520502706173745,,,2.4587773477783568,2.3300124852485933,2.414467045514897,3.428859737638749,,,,1.9677093844601412,3.1974772956609483,3.288674998059458,4.488395560040363,2.863101244534141,
LBB,,,,1.7869636250060066,1.7713168516649849,,,1.4849142280524723,2.266026592271621,1.6062338827222784,,,,,3.0032164480322905,,,1.7667730504775538,2.961970780502786,,,,
LBE,,,,,,,,,,,,,,,,,,,,2.1405146316851664,,,
LBF,,,,,,,,,,,,,,,,,,1.7192041809117882,,,,,
LBL,,,,,,,,,,,,,,,,,,1.5668629606759343,,,,,
LCH,,,,,1.5727800201816349,,,1.541446186409392,1.9642963138837777,1.619239825092499,,,,,1.1409350824083417,,,1.5790645218733306,,,,,
LCK,,,2.461541937135714,,,,,,,,,,,,,,,,,,,,
LEX,,,1.9189873036432368,2.8890010090817357,2.4769172552976793,1.6162341810237089,2.0425130522528847,2.1391965895304934,3.27023985096639,1.2680121089808274,,,,,1.7835519677093845,1.9265205027061736,1.824221270119601,2.051078261050485,,,,,
LFT,,,,,2.1460645812310797,1.2717272352581686,1.4117624659672905,1.583581781487937,2.626184681743535,1.8604664200022425,1.1746432175291912,,,,2.17239942087483,1.55927485298723,1.4067019845274134,1.7330553292889013,,,,,
LGA,3.72468886646485,,,3.3395101366847078,,2.6867810292633703,1.9488731920618902,2.098217288933737,3.8766397578203833,3.4221631043023577,2.483697818178735,,,2.50359905819038,2.7596943923886403,3.5346539911838124,2.552850655903128,1.9056083060800213,2.3749075008409015,3.4597867292115527,,2.198486377396569,2.8852818221133054
LGB,,,,,,1.1414838812470125,,1.4171992375826887,,,,1.3568846894780295,,2.8070325234805558,1.9162301987730848,,,1.807248429139567,2.4781870164816686,,1.1443763098657145,,
LIH,,1.7418268844378164,,1.8233492738998816,,1.356756260893496,,,,,,2.408197587814137,,,2.426841574167508,,,,2.3469947476001964,,1.2918878603079893,2.0715671815570906,
LIT,,,1.2114274370978149,2.0715438950554996,3.4269677093844604,2.2076623495759353,1.1626639757820383,3.3572608017613064,2.8057114026236123,2.0707478416862877,1.2213875496754742,,,,1.451459688924458,1.7475366534101027,1.3158173562058528,2.147069387196634,2.87869673212761,,,,
LMT,,,,,,,,,,,,,,,,,,1.2854783964773875,,,,,
LNK,,,,,,,1.2248675580221997,,2.3460970160011536,1.253531786074672,,,,,,,1.147262865792129,2.2421357434300004,,,,1.062058526740666,
LRD,,,1.0923903365584378,,1.9717457114026238,,,1.6345893529571018,2.140200263913685,1.7901670590873415,,,,,,,,1.7632441977800202,,,,,
LSE,,,,,1.4409687184661957,,1.2066455240017298,1.6262072942194032,,,,,,,,,,1.9711570803901783,,,,,
LWB,,,,,,,,,,,,,,,,,,1.888872580497202,,,,,
LWS,,,,,,,,,,,,,,,,,,1.2900150945284419,,,,,
LYH,,,,,,,,1.3915237134207872,,,,,,,,1.7338656605098057,,,,,,,
MAF,,,,2.00343087790111,2.48284561049445,,,1.7742773194040482,2.2515656784072524,1.3886406227475854,,,,,3.475501737862989,,1.903615296287275,2.007559704002691,3.123994740543681,,,1.526830762577483,
MBS,,,,,,,1.49299408966412,,1.1649288036775423,,,,,,,,,2.4986074672048435,,,,,
MCI,1.6543004689262184,1.2826361624367204,1.2776527206396024,3.4339517193200337,2.6937436932391523,3.2697833129746665,2.1822593820575658,1.8533198789101917,1.9091607072346775,1.398318197107299,1.7026461292124992,,1.06912209889001,2.049052584370445,2.653269253792608,1.4637173154885195,2.87370424731676,3.1236437673575455,3.2874048252453907,2.3259833551468163,2.3553283902952664,2.3402119071644805,
MCO,3.683869107683437,1.910233423122149,,3.814732593340061,,2.917507568113017,1.158425832492432,,1.2496720484359234,,3.0010090817356208,1.1245419300015933,,2.4524722502522707,,,1.14979644385678,1.0922851114576644,3.0901446350487722,3.6966988611791844,3.8799192734611503,2.6647830474268415,1.2340168660804383
MCW,,,,,,,,,,,,,,,,,,1.7664984863773965,,,,,
MDT,,,1.8369442630735442,1.5775627708197306,2.229061553985873,1.4300369996636395,1.3474236881937438,1.5758896737302388,1.8232203034860919,1.181130171543895,1.2754306833793296,,,,1.2449125462495796,1.623973974727774,1.5133442360555343,1.981823591813501,,,1.1499376743633882,1.6625653609760573,
MDW,3.1438277833837875,,1.6057517658930371,,,2.2422341615076227,1.9954754077015722,,2.3499151941945593,,2.8571140262361254,,,,,,1.773598752408036,2.320986438925943,3.8980827447023207,,,,
MEI,,,,,,,,,2.215060544904137,,,,,,,,,2.3367109541428412,,,,,
MEM,2.4422300706357216,,2.091603846382145,2.871324271383629,2.679616548940464,3.0769132720803016,1.908754548512369,2.4268890603668307,2.856325107788276,2.101020293754905,1.4548657213164091,,,,2.1241170534813323,1.8823974594883364,2.642320567648519,2.419723457059481,3.2355267171989768,2.3093725885914402,1.4887142174305592,1.851324419778002,
MFE,,,1.4263073544251204,2.5276286579212917,,,,1.4021190716448033,1.8861572332813503,1.825765220316179,,,,,2.4259132189707366,,1.09460141271443,1.2753132623995709,,,,1.6022364546222123,
MFR,,,1.4791357511723155,,,,,,,,,,2.31895391860074,,1.3864062274758542,,,3.4085545418974856,,,,1.7898836002899334,
MGM,,,,,1.7679112008072653,,1.8700408943650753,1.6397701262582758,3.0509487346906474,,,,,,2.1297931382441977,1.673952670811497,,2.2460180843275754,,,,,
MHK,,,,,2.802093844601413,,,1.9956586018351206,1.6962663975782037,,,,,,,,,1.8103132272081386,,,,,
MHT,,,,1.633045233185627,,1.3140960956299,1.8660367550377641,1.3235788765556677,2.3686097958550025,,,,,,1.4598444826972161,2.5229151919514434,1.6503531786074672,1.5767574840228726,3.226374873864783,2.0925284078445134,1.2355485080005766,,
MIA,,1.2926337033299697,,3.8183652875882945,,3.4021392532795156,1.0920919857666365,2.9193365287588295,1.100067272115708,,2.9658374647187005,,,3.6301715438950555,1.333893934297567,,2.1848948226344795,1.3440968718466195,3.2803805679688622,1.4994954591321896,3.9328624285233773,3.46053254803435,
MKE,2.4588947587107497,1.1733434241506895,1.224268415741675,2.5226328996365517,2.039101917255298,3.0731737149496987,1.964208176619882,1.3185787471862143,3.117888583458019,1.257781572615074,2.345716490430683,,,2.0230967597264264,1.3568697222369748,1.9922686531726717,1.9916669379251979,3.7090773483086914,2.872157106264069,2.5446051500541915,1.3591014785241082,1.4061313728316756,
MKG,,,,,,,,,,,,,,,,,,1.6903953765709567,,,,,
MLB,,,1.2758003852857536,1.2998654557685838,,1.7457697792529459,1.0651866801210899,1.0287588294651866,1.3849142280524722,,,,,,1.0,1.8054994954591321,1.016257427962776,,,,,,
MLI,,,1.444426307354425,,2.5659506991494885,1.108548363846043,1.6028086108308106,1.9122213558389138,2.6325737608626896,1.1862316403184214,,,,,2.073406109531236,,1.2246690805484657,2.2602641161760193,,,,,
MLU,,,,,1.942103935418769,,1.474949545913219,1.372438906681876,3.005951871932135,1.511043838995403,,,,,1.6286579212916248,,,2.093284000448481,,,,,
MMH,,,,,,,,,,,,,,,,,,1.6082055573330707,,,,,
MOB,,,,,1.9375630676084763,1.3794248234106963,1.6727617523226277,1.5925832492431886,3.2540195089135553,1.8855252831034868,,,,,2.3520287236289397,1.6729614146364904,,2.045174688135246,,,,,
MOD,,,,,,,,,,,,,,,,,,2.1781487936886523,,,,,
MOT,,,1.2105270968124888,,,1.1195761856710393,1.389776279195688,,1.3347124117053482,,1.1518107411144747,,,,,,,2.5910505473632437,,,,,
MQT,,,,,1.9646821392532794,,1.3877248174749215,1.7081434055928644,,,,,,,,,,1.9731239693829834,,,,,
MRY,,,1.164198373597673,2.9825573014271303,,,,1.3104761031098064,,,,,1.1143289606458122,,2.2611298294822895,,,3.2190942976585184,,,,,
MSN,,,,2.4295126728794445,3.1582996972754795,2.3514566881752286,1.6734611503531784,2.3222094084858966,2.5521144849096413,2.0541234749105586,1.333272176864508,,,,1.5106710393541878,2.0079484592098114,1.6990142047659709,2.7894698116380763,,,,2.2094549873593525,
MSO,,,1.3051136700896302,1.4549697275479314,,1.4885046499577277,,1.2482157600220163,,,1.1722013270953735,,1.783846283215607,,,,1.2610158089471915,2.0169833587029027,,,,1.820772668300418,
MSP,1.7141924378227578,1.4511345914886875,1.505374457070153,3.4426246474682403,2.638622603430878,3.9248234106962663,3.5055499495459133,1.502781127710369,2.693458517966042,1.7903128153380425,2.3658642064292925,,1.0909615107395128,2.180723283747274,2.185568420872599,1.4647960678363334,2.5125584808733143,3.284561049445005,3.268380945753158,3.0565670746866727,3.732643794147326,3.079002158668523,
MSY,1.7246987594230427,1.2740065999400005,1.398112423576898,3.839358575001097,,3.4252453903311624,1.6814665321224354,1.7329188502978419,1.7021261529201408,1.0411481107747504,1.9257434558081559,,,2.6909554410749377,1.6160932261319618,1.440119808434642,2.45601034308779,1.3259134187889021,3.22114414344485,3.3802143822706245,2.65441144210942,3.5041372351160445,1.1920138388352313
MTJ,,,1.0435739840381617,1.4280138897133021,1.2647830474268416,1.086674810133305,,1.1172111503531785,1.1629130257423193,1.1177262024890684,1.0,,,1.0608812647157753,1.4595397034852131,,1.1382441977800202,1.7276523191481958,1.4169953826866037,,,1.4822381021025968,
MVY,,,,,,,1.221355838913861,1.0665993945509586,,,,,,1.6796431037229804,,,1.6444151207017,,,,,,
MYR,,,2.1472483117286347,1.7505342197423874,,1.692421879560674,1.4596462502141918,1.154003048715031,1.67045514897233,1.6480827447023207,1.527938950554995,,,,1.569752774974773,2.60671803810048,1.5766397578203835,1.1428411256867361,3.053048868386911,3.429206609485368,1.0080726538849647,1.4585225361587622,
OAJ,,,,,,1.1766733938782374,1.6233478354369655,1.1720484359233099,2.2164568838847876,,,,,,1.0676084762865792,2.320561980905069,,1.503329969727548,,,,,
OAK,,1.9646732093264156,1.8555974357452365,1.5924931526596513,,1.5936144599642397,,,,,1.604161592261387,1.7569095309109417,1.4106962663975782,2.3990982130312046,1.4679355579526079,,,1.9796678881866625,3.9091826437941473,2.84748947423362,1.4813319878910192,,
OGD,,,1.081114647209501,,,,,,,,,,,,,,,,,,,,
OGG,,2.4908101484791696,,2.855071792925319,,1.9993440968718468,,,,,,3.397104241201113,,,2.46468213925328,,,,2.437999135072798,,1.5435001974290352,3.062318144857112,1.5235332276200086
OGS,,,1.0970063908509924,,,,,,,,,,,,,,,2.1586913803175953,,,,,
OKC,1.6510595358224016,1.2221661621257989,1.32480560337152,2.945936105360617,3.382946518668012,1.9428826379564845,1.372351160443996,2.110191725529768,2.1884150335475416,1.5711402623612511,1.4063011548379865,,1.1099899091826437,,2.764163182932103,1.4671589762407118,1.9884428607467206,3.591443682800376,3.3705934051625928,,,1.3439597151058558,
OMA,,1.1765163580659672,1.3429673027395816,2.6130958442496226,2.6227475854115614,2.3026990816508235,1.6834148849075643,1.914078983579488,2.927896523254747,1.3807343010168438,1.5712236575460132,,,,1.489609878739161,1.5477339534067478,2.577072439837324,3.0294334402884386,3.3958327651566806,,1.3004869916202342,2.544078524905972,
OME,,1.310780495534188,,,,,,,,,,,,,,,,,,,,,
ONT,,1.5864977782498628,,2.9847830474268418,,1.4959636730575177,,1.0133703329969728,,,2.2451267759037687,1.3841237806929028,1.0771559419389893,1.5529982609442428,1.7169269185380287,,,2.9993578570773325,2.827727323690997,,1.7452287983152721,1.751621738503676,
ORD,,2.5415099532153014,,4.575681130171544,,3.584710671909252,2.286691333109093,,,2.03464513958964,2.702717312959493,,1.2774443677306282,3.047815885134889,2.570131180625631,2.894651866801211,3.858526740665994,,3.532795156407669,3.2702096647606234,4.610494450050455,4.523208879919274,2.4562130604007497
ORF,1.5600403632694249,,1.6062652104232207,2.5014408959918546,1.8639001009081735,2.424707321647036,2.7436224263989946,2.114537504204507,3.102295660948537,2.0761856710393545,1.4484623910274437,,,,1.9540147037624334,3.087790110998991,2.213209797266306,1.837176792971607,2.950603508499573,2.2235116044399597,1.446496731452639,2.095584397508612,
ORH,,,,,,,1.281029263370333,,,,,,,2.1820863966171737,,,1.124117053481332,1.2219062471332904,,,,,
OTH,,,,,,,,,,,,,,,,,,1.4989950880236176,,,,,
OTZ,,1.2889643152004404,,,,,,,,,,,,,,,,,,,,,
OWB,,,1.1030565411282185,,,,,,,,,,,,,,,,,,,,
PAE,,1.4916602362438416,,,,,,,,,,,2.958320537006976,,,,,1.8890346451395896,,,,,
PAH,,,,,,,,,,,,,,,,,,1.8704501225313537,,,,,
PBG,,,1.3751976745937315,,,,,,,,,,,,,,,2.3995739432671828,,1.2966997091470291,,,
PBI,1.5142953245879585,,1.6152327468959768,3.195699759372817,,3.2471380354222488,1.1424246792561625,1.2596030945173227,1.2415688565510647,,2.059241034478849,,,2.2287588294651868,1.3469279067159996,1.072653884964682,1.4174129667003026,1.1091667109246375,3.086252911719494,1.541624621594349,3.203683148335015,3.036623731228112,
PDX,,2.7065124582783513,1.345140749504158,3.2717260220029045,,3.3629148825919764,,1.0736629667003028,,,1.9939455095862764,1.5409368073343854,4.004180481476142,2.248790841713351,1.0561722166162126,,,3.789063838699237,2.708434736154805,1.934273849258713,2.713947264511034,3.094664480322906,1.8030668877036182
PGD,,,3.782643794147326,,,,,,,,1.515352457834799,,,,,,,,,,,,
PGV,,,,,,,,1.0920787083753785,,,,,,,,1.9663218970736631,,,,,,,
PHF,,,,,,1.2299091826437942,1.38752619731429,,2.0072212411705346,,1.1177262024890684,,,,,1.992118723685584,1.0161453077699294,,,,,,
PHL,2.176273965691221,1.3535455462801578,,4.14760113751032,2.1931130171543893,3.25122397877191,2.502164643078025,1.8125232354347018,1.3180671498027703,1.1505549949545912,2.6063740329633367,,,2.9732908678102925,1.879179280188362,3.577194752774975,3.4992071500648696,1.6117684157416752,3.428544399596367,3.375322345554434,,3.472454993492154,1.561970780502786
PHX,,2.4302549028210416,1.455051989645944,4.558358560376724,,3.661188794387584,,2.4664984863773967,1.0747200999471433,,3.1858863101244532,1.3711889145163616,1.5261940800538176,2.2467119328191005,3.453169433996881,,,4.030272452068617,3.629667003027245,2.155832492431887,,2.665637799014662,
PIA,,,1.8685671039354188,,2.2569374369323913,,1.7969583393397723,1.84682877605769,2.359951686389628,1.2454086781029263,,,,,2.2563244640359725,1.676218317801389,1.2938446014127143,2.027430785111985,,,,,
PIB,,,,,,,,,1.887928859737639,,,,,,,,,2.1267137571476624,,,,,
PIE,,,4.24217961654894,,,,,,,,,,,,,,,,,,,,
PIH,,,,,,,,,,,,,,,,,,1.3965524430619376,,,,,
PIR,,,,,,,,,,,,,,,,,,1.8597376387487388,,,,,
PIT,2.1208523772778536,1.2175916582576523,2.5689593437713616,3.228352043390515,2.9133631252702896,2.632072581807698,2.5058807960166085,2.016668085054649,2.385450536308256,1.2625630676084763,1.328435511439692,,,2.4260430834027993,1.9575409454319646,2.0631899214139375,3.063303060881265,2.0948005735833024,3.2210449601973314,2.6460727189870124,3.875834895007448,2.724501465571092,
PLN,,,,,,,1.5124117053481332,,,,,,,,,,,2.005372678430196,,,,,
PNS,1.3186175580221997,,,2.1705075408405374,3.1169273461150353,2.413077345229876,,2.0606398765358818,2.283655843770404,1.5717008633254848,1.2516805091981682,,,,2.135597426014458,2.923893993308195,1.3411642280524723,1.35189563211763,2.1811170096082133,2.131136752511736,,1.7747225025227045,
PPG,,,,,,,,,,,,1.1762691143367228,,,,,,,,,,,
PRC,,,,,,,,,,,,,,,,,,1.884544231416078,,,,,
PSC,,1.4670030272452068,1.3360093785243663,,,1.1770663241904413,1.315338042381433,,,,,,2.156575849310461,,,,,3.0784144680767684,,,,,
PSE,,,,,,,,,,,1.3660443995963674,,,2.144044145053227,,,,,,1.6319374369323916,,,
PSG,,1.5471891652975958,,,,,,,,,,,,,,,,,,,,,
PSM,,,1.3171781326052117,,,,,,,,1.1031786074672048,,,,,,,,,,,,
PSP,,2.131441595045061,1.104826774302052,2.1634712411705346,,1.284634171309905,,1.243188698284561,1.0,1.1967709384460141,1.1661464811207847,,1.2769208591610206,1.357993874696833,1.72401614530777,,,3.579103233448866,3.019172552976791,,,1.86672525850938,1.5574518492519633
PUB,,,,,,,,,,,,,,,,,,1.8565007142201897,,,,,
PUW,,,,,,,,,,,,,1.566935755129499,,,,,,,,,,
PVD,,,1.1839199857541403,2.474170762670486,,1.956348205276056,1.5953816910332528,1.4395690244458188,2.140728091283086,2.0937605112680795,2.0075304607135864,,,2.4923433710411245,1.7062978571852556,2.6254624957954924,1.972962545260284,1.5842815222055975,3.366892945601321,,2.229237046461633,1.442459407393817,
PVU,,,1.7343331361564425,,,,,,,,,,,,,,,,,,,,
PWM,,,,1.8601412714429868,,1.6393473464570971,2.4967677850655905,1.5529767911200807,2.757546734166824,1.9367383373437863,1.4385256784746931,,,2.456621218876869,1.6041399623639785,1.9817123340836762,2.3716303877756957,1.3195005045408679,1.999791512038095,,1.3453691922958804,2.106201717093183,
RAP,,,1.333353119249718,1.2611503531786075,1.3975782038345106,1.2975277497477296,1.213564941617414,1.4056028062082553,2.018057252111105,1.031281533804238,,,,,2.204137235116044,1.1381231079717458,1.3114314545192447,2.680692268149192,,,,1.7064089627157237,
RDD,,,,,,,,,,,,,1.2136066705613682,,,,,2.2591088390556333,,,,,
RDM,,1.3623864783047428,1.1366166465935355,,,,,,,,,,2.7357046754120415,,,,,3.2982668189529947,,,,1.8339466967412597,
RDU,1.7198907817415563,1.2510914015614212,1.3226538849646823,3.3174375834119982,5.0,3.221899052254605,2.8298532950399755,2.498145471404805,2.911238180663004,1.3436381983304284,2.221836958155313,,,3.133561427850656,1.8663044321974696,2.312094565374081,3.255076942482341,1.5545671916816568,3.0874183440437624,1.950577928630401,3.7524217961654895,3.0174826450099084,1.1370669357551295
RFD,,,1.6377841752240756,,,,,,,,1.2336024217961654,,,,,,,,,,,,
RHI,,,,,,,,,,,,,,,,,,1.7138961396368972,,,,,
RIC,1.5861212450516184,,1.4116756692586216,2.7839773649116557,2.3934157416750756,2.4251392971526347,2.75668109762052,2.254498822737975,4.102589976454759,3.4461693704882403,,,,2.9794191681174524,1.560595358224016,1.6783475522123352,2.5084840487464097,1.8804824818717294,2.004720450153073,1.6970115656291238,1.7580836221646998,1.857276895568892,
RIW,,,,,,,,,,,,,,,,,,1.640537565360976,,,,,
RKS,,,,,,,,,,,,,,,,,,1.6069542549613185,,,,,
RNO,,1.4609867183025609,1.2502225915593281,2.677084753774966,,1.4400597109522897,,1.5730322906155398,,,1.2383009586276488,,1.770223679784729,1.6654591321897074,1.652822773381486,,,3.325761642012152,3.3096396984626346,1.8057129550570519,1.529548545606107,2.2179441056464704,
ROA,,,1.2134356265210422,,,1.3357622448187534,1.3943608417789086,1.3416862877004148,2.408089471913892,1.4510595358224017,,,,,1.1967709384460141,1.2340060544904137,1.2782787018651736,1.721379205300535,,,,,
