airport,AirTran Airways Corporation,Alaska Airlines Inc.,Allegiant Air,American Airlines Inc.,American Eagle Airlines Inc.,Delta Air Lines Inc.,Endeavor Air Inc.,Envoy Air,ExpressJet Airlines Inc.,ExpressJet Airlines LLC,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Horizon Air,JetBlue Airways,Mesa Airlines Inc.,PSA Airlines Inc.,Republic Airline,SkyWest Airlines Inc.,Southwest Airlines Co.,Spirit Air Lines,US Airways Inc.,United Air Lines Inc.,Virgin America
ATY,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397,1.4823410696266397
AUS,1.2920127299542032,1.9733385594315784,2.213413024916557,3.1048003459708804,2.0470782045954774,3.2340911957618568,1.385178141737173,1.3583616182001652,1.3599718898659363,1.0459852962375666,2.033705216103813,1.1995198162775322,1.3104302357581874,3.1546638190314775,2.133340691220989,1.0184157416750756,1.4844243351453403,2.741382116467563,3.444729841298963,2.6385513096126,1.7256175141490808,3.393928333726947,1.7898587285570131
AVL,1.8019929339893017,1.8019929339893017,3.171625712493523,1.927850655903128,1.8019929339893017,1.63836345289423,1.6045841141703905,1.646384123780693,2.3228085023273985,1.0252270433905146,1.8019929339893017,1.8019929339893017,1.8019929339893017,1.451636153957042,1.44276614530777,2.5487264165367094,1.422919915604073,2.2458142701791854,1.8019929339893017,1.2793321713604255,1.8019929339893017,1.4998623979451426,1.8019929339893017
AVP,1.4938229800105567,1.4938229800105567,1.046417759838547,2.121731951197138,1.4938229800105567,1.228210141271443,1.3314536712767853,1.4167849629718312,2.175222160736955,1.1763874873864784,1.4938229800105567,1.4938229800105567,1.4938229800105567,1.4938229800105567,1.21372351160444,1.7308390902740043,1.1191492664751999,1.872132777083302,1.4938229800105567,1.4938229800105567,1.4938229800105567,1.4938229800105567,1.4938229800105567
AZA,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157,4.478304742684157
AZO,1.681248891277959,1.681248891277959,1.681248891277959,1.681248891277959,1.7202320887991926,1.681248891277959,1.6498688193743694,1.6781776731322644,1.7573695171436545,1.279179280188362,1.681248891277959,1.681248891277959,1.681248891277959,1.681248891277959,1.681248891277959,1.681248891277959,1.681248891277959,2.0026659690299113,1.681248891277959,1.681248891277959,1.681248891277959,1.681248891277959,1.681248891277959
BDL,1.4928199953426997,2.1656875870505727,2.1656875870505727,2.9856733860558986,1.9877648839556004,2.9959156215462976,1.7015520638124069,1.3391341747861905,1.9648129461449342,1.0829969727547932,2.0355948635761063,2.1656875870505727,2.1656875870505727,3.4662172316808726,1.6609951098346658,2.4342677850655905,1.6682915469999222,1.5583458675247035,3.427241002354524,2.3112353284826597,2.428903610757689,2.440614176234762,2.1656875870505727
BET,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973,1.3857027295243973
BFF,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033,1.8133050394729033
BFL,2.0736519223843066,2.0736519223843066,2.0736519223843066,2.881753967525915,2.0736519223843066,2.0736519223843066,2.0736519223843066,1.2884964682139253,2.0736519223843066,2.0736519223843066,1.1193599538705492,2.0736519223843066,2.0736519223843066,2.0736519223843066,2.2504540867810294,2.0736519223843066,2.0736519223843066,2.828195135530116,2.0736519223843066,2.0736519223843066,2.0736519223843066,2.0736519223843066,2.0736519223843066
BFM,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908,1.2069393774741908
BGM,1.52553327835788,1.52553327835788,1.52553327835788,1.52553327835788,1.52553327835788,1.52553327835788,1.3994669978524672,1.52553327835788,1.2831195041084043,1.52553327835788,1.52553327835788,1.52553327835788,1.52553327835788,1.52553327835788,1.52553327835788,1.52553327835788,1.52553327835788,1.894013333112769,1.52553327835788,1.52553327835788,1.52553327835788,1.52553327835788,1.52553327835788
